RECORD_ID,POLICY_NUMBER,NOTIFICATION_DATE,ACTION_TYPE,POLICY_TYPE,REASON_SOURCE,INDICATOR_60D,ZIP_CODE,EFFECTIVE_DATE,REASON_CODES,THIRD_PARTY_IND,AERIAL_IMAGERY
TFB-101046,POL-574749,2026-04-02,C,T,A,1,76701,2026-06-22,AI,Y,0
TFB-101047,POL-604765,2026-03-04,D,T,C,0,79901,2026-04-27,K,Y,1
TFB-101048,POL-673152,2026-03-06,C,D,B,1,77002,2026-05-16,DH,N,0
TFB-101049,POL-565711,2026-02-11,D,H,B,1,79901,2026-05-06,E,N,0
TFB-101050,POL-677352,2026-02-26,D,T,B,0,75201,2026-04-15,AEF,Y,0
TFB-101051,POL-677220,2026-03-24,NR,C,B,0,75201,2026-04-25,DEI,Y,0
TFB-101052,POL-824051,2026-03-15,C,T,C,1,76701,2026-05-31,BK,N,0
TFB-101053,POL-871672,2026-03-15,NR,T,C,0,76712,2026-04-23,HJ,Y,0
TFB-101054,POL-878695,2026-04-06,C,C,A,0,76701,2026-06-02,CJ,Y,0
TFB-101055,POL-616811,2026-01-25,D,C,C,0,76710,2026-02-12,EGJ,N,0
TFB-101056,POL-932186,2026-03-19,D,H,C,1,76701,2026-06-03,D,Y,0
TFB-101057,POL-689437,2026-02-11,D,D,C,1,77002,2026-05-09,JIG,Y,0
TFB-101058,POL-789624,2026-02-23,NR,H,B,0,77002,2026-04-03,CHL,N,0
TFB-101059,POL-723230,2026-01-11,C,D,C,0,75201,2026-01-28,DH,Y,0
TFB-101060,POL-904333,2026-01-27,NR,C,B,1,75201,2026-04-05,BL,Y,0
TFB-101061,POL-782088,2026-03-13,C,H,A,1,79901,2026-05-22,F,Y,0
TFB-101062,POL-834128,2026-02-10,C,T,A,0,76701,2026-04-06,EJ,Y,0
TFB-101063,POL-937089,2026-01-15,NR,C,C,0,77002,2026-02-08,AE,Y,0
TFB-101064,POL-931128,2026-04-12,NR,H,B,0,77002,2026-06-05,BJ,N,0
TFB-101065,POL-790307,2026-03-27,D,D,B,1,76701,2026-06-10,A,N,0
TFB-101066,POL-969225,2026-02-08,NR,D,A,1,78205,2026-04-09,DHJ,Y,0
TFB-101067,POL-649711,2026-02-15,C,C,B,1,76701,2026-05-14,GHI,Y,0
TFB-101068,POL-945016,2026-01-05,NR,C,B,1,76710,2026-04-04,F,Y,0
TFB-101069,POL-603919,2026-01-26,D,C,C,1,76701,2026-04-13,GI,N,0
TFB-101070,POL-644023,2026-01-02,D,D,A,1,77002,2026-03-28,GED,Y,0
TFB-101071,POL-755818,2026-03-16,C,T,A,0,75201,2026-04-13,CIK,Y,1
TFB-101072,POL-969866,2026-03-18,NR,C,C,0,75201,2026-05-15,D,Y,0
TFB-101073,POL-530164,2026-02-25,D,D,A,1,76712,2026-05-03,A,N,0
TFB-101074,POL-638938,2026-03-18,D,D,A,0,76710,2026-04-24,EI,N,0
TFB-101075,POL-694425,2026-04-10,D,D,B,0,79901,2026-06-05,DGH,N,0
TFB-101076,POL-714988,2026-01-18,NR,D,C,1,75201,2026-03-28,CEK,N,0
TFB-101077,POL-739376,2026-02-09,D,D,B,0,78701,2026-03-15,F,Y,0
TFB-101078,POL-593142,2026-02-09,D,C,A,1,75201,2026-04-30,AD,Y,0
TFB-101079,POL-773784,2026-03-16,NR,D,C,1,79901,2026-05-25,DI,N,0
TFB-101080,POL-653023,2026-01-20,C,D,C,1,79901,2026-04-06,L,Y,0
TFB-101081,POL-592931,2026-03-28,C,D,A,1,76712,2026-06-05,ADE,N,0
TFB-101082,POL-554237,2026-03-25,C,C,A,0,76712,2026-05-16,IJ,Y,0
TFB-101083,POL-923976,2026-02-19,NR,T,C,0,76701,2026-03-22,BJ,Y,0
TFB-101084,POL-643352,2026-03-23,NR,C,B,1,75201,2026-05-26,BC,Y,0
TFB-101085,POL-560280,2026-01-31,D,C,A,1,76701,2026-04-15,EF,Y,0
TFB-101086,POL-738860,2026-02-16,C,D,C,1,76701,2026-04-19,AEH,Y,0
TFB-101087,POL-942307,2026-03-11,D,D,C,0,78205,2026-03-06,DI,N,0
TFB-101088,POL-591164,2026-02-20,NR,C,B,1,78701,2026-05-14,BDJ,Y,0
TFB-101089,POL-832630,2026-01-06,D,H,C,0,76712,2026-02-13,GJ,N,0
TFB-101090,POL-947368,2026-03-06,NR,T,B,1,75201,2026-05-24,HK,N,0
TFB-101091,POL-527155,2026-01-02,D,T,B,1,76710,2026-03-07,GJK,Y,1
TFB-101092,POL-744014,2026-03-26,D,T,A,1,76712,2026-06-04,D,N,0
TFB-101093,POL-896679,2026-01-28,NR,C,C,1,78205,2026-04-18,AB,Y,0
TFB-101094,POL-970897,2026-02-19,NR,C,C,0,79901,2026-03-28,BCH,N,0
TFB-101095,POL-658779,2026-04-04,NR,C,B,0,78205,2026-05-12,AKL,Y,1
TFB-101096,POL-596068,2026-03-25,NR,C,C,1,78205,2026-06-17,K,Y,0
TFB-101097,POL-970971,2026-01-21,D,C,A,0,76712,2026-02-18,I,N,0
TFB-101098,POL-617382,2026-01-06,NR,T,B,0,77002,2026-03-04,K,Y,1
TFB-101099,POL-514792,2026-04-11,C,T,A,1,76712,2026-07-10,BGJ,Y,0
TFB-101100,POL-822126,2026-02-26,C,C,C,0,77002,2026-04-18,BHJ,N,0
TFB-101101,POL-570973,2026-04-14,NR,T,B,1,77002,2026-07-10,L,Y,0
TFB-101102,POL-895351,2026-03-26,NR,H,C,0,78701,2026-04-24,ABL,Y,0
TFB-101103,POL-554530,2026-04-03,C,D,B,0,76701,2026-05-01,BDI,N,0
TFB-101104,POL-739868,2026-02-19,D,D,A,1,78205,2026-05-15,FI,Y,0
TFB-101105,POL-526874,2026-03-19,NR,C,C,0,76701,2026-04-09,BJL,N,0
TFB-101106,POL-813373,2026-01-25,NR,C,A,1,79901,2026-04-23,C,Y,0
TFB-101107,POL-696265,2026-02-07,C,D,B,0,75201,2026-03-02,AFL,N,0
TFB-101108,POL-906566,2026-02-12,D,D,A,0,78205,2026-03-11,BD,Y,0
TFB-101109,POL-627753,2026-01-19,D,T,A,1,76712,2026-03-20,J,Y,0
TFB-101110,POL-878312,2026-02-12,NR,T,A,0,78701,2026-03-30,H,Y,0
TFB-101111,POL-773469,2026-02-17,C,T,B,0,77002,2026-04-09,CK,N,0
TFB-101112,POL-511694,2026-03-31,C,C,B,0,76710,2026-04-20,L,N,0
TFB-101113,POL-833604,2026-01-30,C,D,A,0,77002,2026-03-25,L,N,0
TFB-101114,POL-841847,2026-03-15,D,T,C,0,76701,2026-04-10,DE,Y,0
TFB-101115,POL-621729,2026-02-09,C,C,B,1,76701,2026-04-21,F,Y,0
TFB-101116,POL-950957,2026-02-06,C,T,C,0,76701,2026-03-01,DF,Y,0
TFB-101117,POL-539017,2026-02-19,C,H,B,1,77002,2026-05-06,AFH,Y,0
TFB-101118,POL-815710,2026-03-24,D,H,C,0,78701,2026-05-20,DEH,N,0
TFB-101119,POL-927935,2026-02-04,C,D,A,0,78205,2026-03-04,C,Y,0
TFB-101120,POL-562576,2026-03-29,NR,C,A,1,,2026-06-26,GK,Y,0
TFB-101121,POL-815281,2026-04-01,C,T,B,1,78701,2026-06-26,EGL,N,0
TFB-101122,POL-706554,2026-03-25,D,D,A,0,76701,2026-04-13,CI,N,0
TFB-101123,POL-549675,2026-02-27,C,T,B,1,77002,2026-05-12,EL,Y,0
TFB-101124,POL-503602,2026-04-01,NR,C,C,0,75201,2026-04-29,BCG,Y,0
TFB-101125,POL-671277,2026-03-06,C,H,A,0,76712,2026-03-30,IJ,N,0
TFB-101126,POL-665483,2026-03-30,C,T,C,0,76712,2026-05-19,BIK,N,0
TFB-101127,POL-690944,2026-03-21,D,D,A,1,76712,2026-06-08,C,Y,0
TFB-101128,POL-840894,2026-04-11,NR,T,B,1,76710,2026-07-01,E,N,0
TFB-101129,POL-803573,2026-03-24,C,T,A,1,75201,2026-05-26,B,Y,0
TFB-101130,POL-693971,2026-02-12,C,C,C,1,76710,2026-04-16,E,Y,0
TFB-101131,POL-569573,2026-01-21,NR,H,C,0,77002,2026-02-16,BL,Y,0
TFB-101132,POL-778439,2026-02-27,C,H,A,1,79901,2026-05-21,GIJ,N,0
TFB-101133,POL-873841,2026-03-25,NR,H,C,1,79901,2026-06-03,AC,Y,0
TFB-101134,POL-896690,2026-04-15,NR,C,C,1,78701,2026-06-14,EL,Y,0
TFB-101135,POL-755904,2026-02-13,C,C,A,0,78205,2026-03-23,J,N,0
TFB-101136,POL-866162,2026-02-23,NR,C,B,1,77002,2026-02-18,I,N,0
TFB-101137,POL-903266,2026-04-17,C,C,C,1,77002,2026-07-11,HJ,Y,0
TFB-101138,POL-826649,2026-02-06,NR,H,C,1,78205,2026-05-07,G,N,0
TFB-101139,POL-992373,2026-04-04,NR,H,A,1,76712,2026-07-03,G,Y,0
TFB-101140,POL-906056,2026-03-02,D,H,C,1,79901,2026-05-27,IK,Y,1
TFB-101141,POL-862726,2026-03-11,C,D,B,0,76712,2026-03-31,FG,N,0
TFB-101142,POL-982780,2026-01-17,NR,C,B,0,78701,2026-02-08,CEJ,N,0
TFB-101143,POL-546510,2026-04-10,C,H,B,1,78205,2026-06-12,H,Y,0
TFB-101144,POL-650418,2026-03-29,C,H,C,0,75201,2026-05-16,B,Y,0
TFB-101145,POL-638622,2026-03-06,C,H,A,0,76701,2026-04-29,HJL,Y,0
TFB-101146,POL-646055,2026-02-09,C,D,C,1,78701,2026-04-18,EIL,Y,0
TFB-101147,POL-982718,2026-01-15,NR,T,A,1,77002,2026-03-28,BEH,Y,0
TFB-101148,POL-500867,2026-01-08,C,C,A,0,76701,2026-03-04,CIL,Y,0
TFB-101149,POL-954944,2026-02-17,D,T,C,1,77002,2026-05-09,GK,Y,1
TFB-101150,POL-649192,2026-03-06,D,H,A,1,75201,2026-05-18,BH,N,0
TFB-101151,POL-826508,2026-01-16,C,H,B,0,,2026-03-12,BJ,N,0
TFB-101152,POL-759125,2026-01-14,C,C,A,0,77002,2026-03-04,J,N,0
TFB-101153,POL-635621,2026-01-02,NR,D,B,1,78701,2026-03-18,ADH,Y,0
TFB-101154,POL-771565,2026-01-11,D,C,A,0,77002,2026-03-08,DHI,N,0
TFB-101155,POL-995290,2026-02-18,C,T,A,0,76710,2026-03-17,ACF,N,0
TFB-101156,POL-948083,2026-01-11,D,D,A,1,76701,2026-04-04,G,Y,0
TFB-101157,POL-867798,2026-02-24,C,D,B,1,76701,2026-05-15,CGJ,Y,0
TFB-101158,POL-546028,2026-02-08,C,H,C,0,,2026-03-12,J,Y,0
TFB-101159,POL-693395,2026-03-31,NR,H,A,0,76712,2026-05-02,H,N,0
TFB-101160,POL-570643,2026-02-17,NR,H,C,1,78701,2026-05-03,BI,N,0
TFB-101161,POL-631812,2026-02-11,D,T,B,0,78701,2026-03-03,BIJ,N,0
TFB-101162,POL-615927,2026-04-14,C,D,B,0,78701,2026-06-05,E,N,0
TFB-101163,POL-712191,2026-02-20,D,C,C,1,79901,2026-05-10,DI,Y,0
TFB-101164,POL-880808,2026-02-08,NR,T,B,0,76701,2026-03-26,F,Y,0
TFB-101165,POL-948763,2026-01-21,NR,D,A,0,76710,2026-02-18,BI,Y,0
TFB-101166,POL-832696,2026-02-15,C,D,B,0,77002,2026-03-11,BF,N,0
TFB-101167,POL-985895,2026-01-16,D,H,B,1,79901,2026-03-23,DL,N,0
TFB-101168,POL-989366,2026-01-05,D,D,A,0,75201,2026-02-20,EK,Y,0
TFB-101169,POL-576163,2026-03-10,C,C,B,0,78701,2026-03-05,ACG,N,0
TFB-101170,POL-531322,2026-04-11,NR,H,C,0,76712,2026-06-09,AEL,N,0
TFB-101171,POL-970239,2026-01-11,D,T,C,0,78205,2026-02-04,CGI,Y,0
TFB-101172,POL-713753,2026-02-08,C,T,C,0,78701,2026-03-23,AC,Y,0
TFB-101173,POL-722369,2026-01-23,D,C,B,0,76701,2026-03-18,HI,Y,0
TFB-101174,POL-907214,2026-01-10,C,T,C,1,78701,2026-03-11,F,Y,0
TFB-101175,POL-896047,2026-03-13,D,H,B,1,78205,2026-05-17,B,Y,0
TFB-101176,POL-906397,2026-03-03,D,H,C,0,79901,2026-03-22,FIK,Y,1
TFB-101177,POL-609118,2026-03-29,D,H,B,0,78701,2026-05-11,ABE,N,0
TFB-101178,POL-526243,2026-02-03,NR,H,C,1,76712,2026-04-26,BGJ,N,0
TFB-101179,POL-895649,2026-02-15,D,D,A,1,78701,2026-05-02,BCE,Y,0
TFB-101180,POL-622053,2026-01-29,C,C,B,1,78701,2026-04-27,DEK,N,0
TFB-101181,POL-649469,2026-02-25,D,T,B,1,76710,2026-05-20,A,N,0
TFB-101182,POL-857987,2026-03-12,D,C,A,0,79901,2026-05-06,CEG,N,0
TFB-101183,POL-586409,2026-04-17,NR,H,B,1,77002,2026-06-25,H,Y,0
TFB-101184,POL-808126,2026-02-08,C,T,C,1,79901,2026-04-22,EFH,N,0
TFB-101185,POL-741427,2026-03-11,NR,D,A,1,78701,2026-05-18,DE,N,0
TFB-101186,POL-648731,2026-03-09,D,T,A,0,77002,2026-05-07,CGK,N,0
TFB-101187,POL-889516,2026-04-09,C,T,B,0,76710,2026-05-22,EJK,N,0
TFB-101188,POL-924256,2026-04-20,C,C,C,0,75201,2026-05-30,D,N,0
TFB-101189,POL-936906,2026-01-18,NR,T,B,0,78701,2026-02-10,EF,Y,0
TFB-101190,POL-866626,2026-02-17,D,H,B,1,76710,2026-05-07,HIL,Y,0
TFB-101191,POL-857509,2026-03-08,D,D,A,1,75201,2026-05-27,AEJ,Y,0
TFB-101192,POL-500471,2026-04-16,NR,T,C,0,75201,2026-05-15,DH,Y,0
TFB-101193,POL-551765,2026-04-21,C,D,C,0,78205,2026-06-15,F,N,0
TFB-101194,POL-713677,2026-02-13,D,D,A,1,78701,2026-05-07,AHK,Y,1
TFB-101195,POL-535554,2026-03-18,D,C,C,1,76712,2026-05-23,AH,Y,0
TFB-101196,POL-767730,2026-01-13,NR,H,C,0,78205,2026-02-19,HJ,Y,0
TFB-101197,POL-895369,2026-02-27,D,H,B,1,76710,2026-05-19,EIJ,Y,0
TFB-101198,POL-978195,2026-02-19,C,T,C,0,76701,2026-03-06,AE,N,0
TFB-101199,POL-978848,2026-03-29,D,D,A,0,76701,2026-05-10,D,Y,0
TFB-101200,POL-962948,2026-03-07,C,D,B,0,77002,2026-04-29,K,N,0
TFB-101201,POL-534532,2026-04-01,NR,D,B,0,75201,2026-04-20,CH,Y,0
TFB-101202,POL-679794,2026-01-02,C,C,B,0,78205,2026-01-29,CH,N,0
TFB-101203,POL-990793,2026-02-09,D,H,C,0,76701,2026-03-03,GFE,Y,0
TFB-101204,POL-600616,2026-03-02,C,D,A,0,79901,2026-04-06,F,Y,0
TFB-101205,POL-839998,2026-01-31,D,C,C,0,75201,2026-03-06,IJ,Y,0
TFB-101206,POL-722727,2026-02-28,C,C,C,1,76710,2026-05-05,GHK,Y,1
TFB-101207,POL-930160,2026-03-19,C,C,C,1,76710,2026-05-27,L,Y,0
TFB-101208,POL-584166,2026-01-27,D,D,A,0,78205,2026-03-11,AGI,Y,0
TFB-101209,POL-541646,2026-01-23,NR,H,B,0,78701,2026-03-20,ABF,N,0
TFB-101210,POL-821427,2026-03-22,D,T,B,0,78701,2026-05-16,J,Y,0
TFB-101211,POL-773262,2026-02-12,D,T,A,0,76712,2026-03-24,EL,Y,0
TFB-101212,POL-727292,2026-03-10,D,H,C,1,78205,2026-06-08,GKL,N,0
TFB-101213,POL-911875,2026-01-08,D,D,A,0,76712,2026-01-25,HJ,N,0
TFB-101214,POL-548131,2026-02-04,C,H,C,0,78205,2026-03-20,FL,Y,0
TFB-101215,POL-554058,2026-01-09,C,H,C,0,78701,2026-01-25,J,Y,0
TFB-101216,POL-540159,2026-04-21,C,D,B,1,75201,2026-06-29,ABF,Y,0
TFB-101217,POL-937602,2026-01-14,NR,T,B,0,76710,2026-02-03,ACF,N,0
TFB-101218,POL-926408,2026-03-10,C,H,A,0,78205,2026-04-01,I,N,0
TFB-101219,POL-942536,2026-04-06,D,T,B,0,75201,2026-05-06,AE,Y,0
TFB-101220,POL-932524,2026-03-18,D,C,C,0,76701,2026-04-10,AK,Y,1
TFB-101221,POL-618844,2026-03-02,D,C,A,1,76712,2026-05-19,CIK,N,0
TFB-101222,POL-780624,2026-02-14,C,D,C,0,76701,2026-04-13,H,Y,0
TFB-101223,POL-549019,2026-02-05,C,H,C,0,75201,2026-03-01,EG,N,0
TFB-101224,POL-614698,2026-03-11,C,D,A,0,78205,2026-03-27,BDK,N,0
TFB-101225,POL-545340,2026-03-05,D,D,C,1,78205,2026-05-04,BCG,N,0
TFB-101226,POL-789763,2026-03-15,C,T,A,0,76710,2026-04-16,CL,Y,0
TFB-101227,POL-960253,2026-04-15,C,T,A,1,79901,2026-06-25,DL,Y,0
TFB-101228,POL-544156,2026-04-21,C,H,C,0,77002,2026-05-25,ABC,N,0
TFB-101229,POL-646389,2026-02-20,NR,H,C,1,,2026-05-08,JK,N,0
TFB-101230,POL-760850,2026-03-26,D,C,A,0,76710,2026-05-22,FG,N,0
TFB-101231,POL-517644,2026-02-27,NR,T,C,1,76710,2026-04-28,FHJ,N,0
TFB-101232,POL-552634,2026-02-06,C,C,B,1,78205,2026-04-19,J,Y,0
TFB-101233,POL-839976,2026-01-27,D,C,B,0,76710,2026-03-17,HFB,Y,0
TFB-101234,POL-703820,2026-01-19,NR,C,B,0,75201,2026-02-18,FKL,N,0
TFB-101235,POL-921826,2026-02-06,D,T,C,0,76710,2026-03-07,EIJ,N,0
TFB-101236,POL-765022,2026-02-24,NR,C,B,0,75201,2026-03-12,AJ,Y,0
TFB-101237,POL-678205,2026-01-02,NR,D,C,0,77002,2026-03-01,E,Y,0
TFB-101238,POL-660854,2026-02-16,NR,C,C,1,78701,2026-04-22,AL,Y,0
TFB-101239,POL-972958,2026-01-21,D,D,A,1,78205,2026-04-01,BK,Y,1
TFB-101240,POL-851548,2026-03-28,D,D,C,0,78701,2026-05-10,J,Y,0
TFB-101241,POL-729488,2026-04-07,NR,T,C,1,78205,2026-06-26,CEI,Y,0
TFB-101242,POL-682126,2026-01-05,D,C,B,1,78205,2026-04-05,A,N,0
TFB-101243,POL-654989,2026-02-23,D,H,B,0,,2026-03-25,H,N,0
TFB-101244,POL-552137,2026-04-05,NR,T,B,0,76701,2026-05-19,AEF,N,0
TFB-101245,POL-795175,2026-01-01,D,C,A,0,76710,2026-02-18,AGK,Y,1
TFB-101246,POL-697586,2026-04-16,C,H,A,0,76712,2026-05-29,B,Y,0
TFB-101247,POL-713244,2026-03-30,NR,T,B,0,76710,2026-05-17,DGJ,N,0
TFB-101248,POL-829988,2026-02-19,D,C,A,0,78205,2026-02-14,FK,N,0
TFB-101249,POL-670691,2026-04-16,D,H,B,0,77002,2026-05-23,K,Y,1
TFB-101250,POL-806547,2026-03-31,NR,D,A,0,75201,2026-04-16,FL,Y,0
TFB-101251,POL-610150,2026-01-17,C,H,B,0,78205,2026-02-14,BJ,Y,0
TFB-101252,POL-557253,2026-03-13,D,H,C,0,76710,2026-05-11,H,Y,0
TFB-101253,POL-772033,2026-01-07,D,C,C,0,79901,2026-02-15,IL,Y,0
TFB-101254,POL-633687,2026-01-14,C,H,A,0,79901,2026-02-06,AL,Y,0
TFB-101255,POL-504825,2026-02-13,NR,C,A,0,,2026-03-22,FHL,Y,0
TFB-101256,POL-806484,2026-01-15,NR,C,B,0,75201,2026-03-14,BI,Y,0
TFB-101257,POL-926771,2026-02-26,C,T,C,1,76701,2026-05-15,I,Y,0
TFB-101258,POL-939779,2026-03-02,C,C,B,1,79901,2026-05-11,K,Y,1
TFB-101259,POL-615356,2026-03-24,D,C,C,0,78701,2026-04-12,H,N,0
TFB-101260,POL-904922,2026-03-19,NR,C,A,0,78701,2026-05-07,FHK,Y,1
TFB-101261,POL-615074,2026-01-05,C,C,B,0,76712,2026-02-25,DFK,Y,1
TFB-101262,POL-791121,2026-01-20,C,T,C,0,78701,2026-02-13,GIL,N,0
TFB-101263,POL-576899,2026-01-08,D,C,B,0,76712,2026-02-17,BC,N,0
TFB-101264,POL-913602,2026-04-12,C,D,B,1,78205,2026-06-15,BGI,Y,0
TFB-101265,POL-806796,2026-03-08,D,D,B,0,76710,2026-04-16,EIL,N,0
TFB-101266,POL-622509,2026-02-03,D,C,C,1,78701,2026-05-03,A,N,0
TFB-101267,POL-917386,2026-03-22,D,T,A,1,77002,2026-05-27,EGH,Y,0
TFB-101268,POL-734319,2026-04-13,C,T,B,0,78701,2026-05-10,IK,Y,1
TFB-101269,POL-701724,2026-03-13,D,H,C,1,77002,2026-05-30,BEF,Y,0
TFB-101270,POL-743757,2026-04-13,NR,C,A,1,75201,2026-06-28,L,Y,0
TFB-101271,POL-561999,2026-03-11,D,T,A,1,76710,2026-06-01,E,Y,0
TFB-101272,POL-511666,2026-04-06,C,D,C,0,79901,2026-05-03,EK,N,0
TFB-101273,POL-816341,2026-02-06,D,H,B,1,77002,2026-04-10,I,Y,0
TFB-101274,POL-547094,2026-04-18,NR,T,C,1,78205,2026-06-23,D,Y,0
TFB-101275,POL-642899,2026-04-05,D,T,B,1,77002,2026-06-07,BHI,Y,0
TFB-101276,POL-943887,2026-01-16,C,H,C,1,76712,2026-04-06,C,Y,0
TFB-101277,POL-696875,2026-04-17,C,H,C,1,77002,2026-06-17,FL,Y,0
TFB-101278,POL-564118,2026-01-20,D,C,C,1,75201,2026-03-26,AFH,N,0
TFB-101279,POL-860954,2026-02-16,D,T,A,1,76701,2026-04-30,C,N,0
TFB-101280,POL-870135,2026-01-18,D,D,A,0,76710,2026-03-09,AGL,Y,0
TFB-101281,POL-508943,2026-02-16,C,T,C,0,79901,2026-03-23,BFL,N,0
TFB-101282,POL-945303,2026-02-25,C,H,A,0,79901,2026-03-23,K,N,0
TFB-101283,POL-903960,2026-02-19,C,T,B,0,76701,2026-03-29,AFG,N,0
TFB-101284,POL-843794,2026-01-09,NR,D,C,1,75201,2026-03-17,DI,N,0
TFB-101285,POL-749009,2026-02-06,D,D,C,0,75201,2026-03-13,GH,N,0
TFB-101286,POL-722572,2026-01-15,D,C,B,0,78701,2026-03-08,BDG,Y,0
TFB-101287,POL-873693,2026-02-24,NR,C,B,0,75201,2026-04-06,CD,Y,0
TFB-101288,POL-693392,2026-02-26,C,C,C,1,79901,2026-05-16,HJ,Y,0
TFB-101289,POL-892120,2026-04-16,NR,D,A,0,76710,2026-05-22,CK,N,0
TFB-101290,POL-968284,2026-02-20,NR,C,A,0,76710,2026-03-07,I,Y,0
TFB-101291,POL-614091,2026-01-09,C,C,A,0,76712,2026-02-18,B,N,0
TFB-101292,POL-730674,2026-02-27,NR,T,A,1,75201,2026-05-20,J,Y,0
TFB-101293,POL-528532,2026-02-12,NR,D,A,1,79901,2026-05-13,K,Y,1
TFB-101294,POL-561957,2026-03-20,NR,H,A,0,79901,2026-04-18,CIJ,N,0
TFB-101295,POL-634667,2026-03-12,NR,D,B,0,78205,2026-05-10,AIL,N,0
TFB-101296,POL-633939,2026-03-24,D,T,A,0,78701,2026-04-26,DGH,Y,0
TFB-101297,POL-986164,2026-02-23,D,T,B,0,75201,2026-03-28,DEG,Y,0
TFB-101298,POL-998401,2026-03-19,NR,T,B,0,78701,2026-05-02,J,N,0
TFB-101299,POL-896090,2026-03-13,NR,D,B,0,79901,2026-05-03,E,N,0
TFB-101300,POL-941177,2026-01-20,C,H,C,1,77002,2026-04-03,HL,Y,0
TFB-101301,POL-994691,2026-01-23,NR,H,C,1,76710,2026-04-10,BCG,Y,0
TFB-101302,POL-727481,2026-01-30,C,C,C,0,79901,2026-02-15,CI,Y,0
TFB-101303,POL-786557,2026-01-27,D,D,A,0,78701,2026-03-02,E,Y,0
TFB-101304,POL-972503,2026-01-18,D,H,C,1,77002,2026-03-28,EGK,Y,0
TFB-101305,POL-943493,2026-04-15,NR,C,A,1,78701,2026-07-12,K,N,0
TFB-101306,POL-856726,2026-04-07,NR,H,C,0,78701,2026-04-29,E,N,0
TFB-101307,POL-847938,2026-01-09,C,D,B,1,76710,2026-03-14,DIK,N,0
TFB-101308,POL-810687,2026-03-09,C,C,A,1,77002,2026-05-30,AEI,Y,0
TFB-101309,POL-696906,2026-02-20,NR,C,C,0,78701,2026-03-27,DGJ,Y,0
TFB-101310,POL-863792,2026-04-15,NR,T,C,1,78701,2026-06-17,BE,N,0
TFB-101311,POL-809230,2026-03-14,D,C,A,0,76701,2026-04-15,DJ,N,0
TFB-101312,POL-850029,2026-01-24,D,T,C,1,78701,2026-04-21,DF,Y,0
TFB-101313,POL-859249,2026-01-21,NR,D,B,0,76712,2026-02-19,HIJ,Y,0
TFB-101314,POL-894283,2026-02-11,NR,H,B,0,78205,2026-03-12,CDG,N,0
TFB-101315,POL-696137,2026-02-13,C,C,C,0,77002,2026-02-28,IJL,Y,0
TFB-101316,POL-641197,2026-01-23,C,H,C,0,76701,2026-03-23,HIK,N,0
TFB-101317,POL-503453,2026-04-08,NR,H,B,0,75201,2026-05-12,AD,Y,0
TFB-101318,POL-770277,2026-03-18,D,H,B,0,76701,2026-04-15,C,N,0
TFB-101319,POL-503592,2026-01-05,D,D,A,0,79901,2026-01-30,JHD,Y,0
TFB-101320,POL-682495,2026-03-12,C,H,C,0,79901,2026-03-31,DG,Y,0
TFB-101321,POL-554911,2026-03-22,D,D,C,1,79901,2026-05-27,ADI,N,0
TFB-101322,POL-686108,2026-01-31,C,H,A,1,76701,2026-04-15,HK,N,0
TFB-101323,POL-542072,2026-03-27,NR,C,A,0,79901,2026-05-20,IL,Y,0
TFB-101324,POL-936036,2026-01-06,D,D,A,1,76710,2026-04-03,I,Y,0
TFB-101325,POL-563832,2026-01-10,NR,D,A,0,76712,2026-02-01,L,Y,0
TFB-101326,POL-872113,2026-01-17,C,D,B,0,76712,2026-02-17,H,Y,0
TFB-101327,POL-579699,2026-01-23,D,H,A,1,78205,2026-04-01,GL,Y,0
TFB-101328,POL-875371,2026-01-14,D,D,A,0,79901,2026-03-10,I,Y,0
TFB-101329,POL-978058,2026-04-04,C,H,C,0,76710,2026-05-05,AJ,Y,0
TFB-101330,POL-563714,2026-03-22,D,C,C,0,76712,2026-04-13,I,Y,0
TFB-101331,POL-566494,2026-04-08,C,D,B,0,78205,2026-05-14,J,Y,0
TFB-101332,POL-705356,2026-02-22,D,C,C,1,78701,2026-05-20,JK,Y,1
TFB-101333,POL-884074,2026-03-11,NR,T,A,1,75201,2026-05-15,FH,N,0
TFB-101334,POL-878600,2026-04-05,NR,T,A,0,78205,2026-04-29,F,Y,0
TFB-101335,POL-768910,2026-03-26,D,T,B,0,78701,2026-05-16,DKL,Y,1
TFB-101336,POL-634133,2026-01-18,D,C,B,0,77002,2026-02-11,A,Y,0
TFB-101337,POL-630677,2026-03-04,D,D,A,1,76712,2026-05-20,ADI,Y,0
TFB-101338,POL-773048,2026-02-04,NR,T,A,0,78205,2026-04-02,BE,Y,0
TFB-101339,POL-799819,2026-03-04,C,T,B,0,79901,2026-04-29,IJ,Y,0
TFB-101340,POL-651949,2026-03-10,NR,C,C,1,78205,2026-05-23,DEH,Y,0
TFB-101341,POL-694011,2026-01-09,D,H,A,1,76712,2026-04-01,L,N,0
TFB-101342,POL-983188,2026-02-23,D,D,B,0,76712,2026-04-04,BC,Y,0
TFB-101343,POL-578730,2026-03-31,C,H,B,0,76712,2026-05-04,FH,Y,0
TFB-101344,POL-877493,2026-01-12,C,D,B,0,79901,2026-02-16,JL,Y,0
TFB-101345,POL-738296,2026-03-07,D,H,C,1,77002,2026-05-20,DL,Y,0
TFB-101346,POL-844816,2026-02-19,C,H,C,1,78701,2026-05-16,DGJ,Y,0
